chr_uid,Char_Name,CASNumber
100180,Pyrethrin II,121-29-9
1745,Pyrethrins,8003-34-7
101658,Pyridaben,NULL
1746,Pyridine,110-86-1
101647,Pyrimethanil,53112-28-0
3003,Pyriproxyfen,95737-68-1
1747,Pyrite,1309-36-0
100536,Pyrithiobac Sodium,123343-16-8
1748,Pyrogallol,87-66-1
101967,Pyrolytic carbon,NULL
4617,Pyroxasulfone,447399-55-5
100181,Pyroxsulam,422556-08-9
99992,Quanti-Tray 2000 Positive Large Wells (Enterococcus),NULL
99994,Quanti-Tray 2000 Positive Large Wells (Escherichia coli),NULL
99996,Quanti-Tray 2000 Positive Large Wells (Total Coliform),NULL
99993,Quanti-Tray 2000 Positive Small Wells (Enterococcus),NULL
99995,Quanti-Tray 2000 Positive Small Wells (Escherichia coli),NULL
99997,Quanti-Tray 2000 Positive Small Wells (Total Coliform),NULL
101608,Quetiapine,111974-69-7
4207,Quetiapine fumarate,111974-72-2
100537,Quinclorac,84087-01-4
100487,Quinine,130-95-0
1749,Quinoline,91-22-5
100582,"Quinoline, 2-methyl-",91-63-4
1750,Quinone,106-51-4
101367,Ractopamine,97825-25-7
1089,"Radioactivity, gross",NULL
1754,Radium,7440-14-4
100105,"Radium isotopes, alpha emitting",NULL
1755,Radium-223,15623-45-7
1756,Radium-224,13233-32-4
101368,Radium-225,13981-53-8
1757,Radium-226,13982-63-3
1758,Radium-226/228,NULL
1759,Radium-228,15262-20-1
101369,Radon,10043-92-2
100467,Radon-219,14835-02-0
101370,Radon-220,22481-48-7
1760,Radon-222,14859-67-7
100488,Raloxifene,84449-90-1
101609,Ramipril,87333-19-5
3969,Ranitidine,66357-35-5
3671,Rank Sum,NULL
2586,"RBP Bank Stability, Left (choice list)",NULL
2587,"RBP Bank Stability, Right (choice list)",NULL
3718,"RBP Bank Stability, Sum of L/R Bank Scores (choice list)",NULL
2588,"RBP Bank Vegetative Protection, Left (choice list)",NULL
2589,"RBP Bank Vegetative Protection, Right (choice list)",NULL
3719,"RBP Bank Vegetative Protection, Sum of L/R Bank Scores (choice list)",NULL
2590,"RBP Bank Vegetative Stability, Left (choice list)",NULL
2591,"RBP Bank Vegetative Stability, Right (choice list)",NULL
2592,RBP Bottom Substrate (choice list),NULL
2593,RBP Canopy Cover (choice list),NULL
2594,RBP Channel Alteration (choice list),NULL
2595,RBP Channel Flow Status (choice list),NULL
2596,RBP Channel Sinuosity (choice list),NULL
2597,RBP Channelized Y/N (choice list),NULL
2598,RBP Embeddedness (choice list),NULL
2599,RBP Epifaunal Substrate (choice list),NULL
2600,RBP Frequency of Riffles (choice list),NULL
2601,RBP High water mark,NULL
2602,RBP Instream Cover (choice list),NULL
2603,RBP Local Watershed Erosion (choice list),NULL
2604,RBP Local Watershed NPS Pollution (choice list),NULL
2605,RBP Pool Substrate (choice list),NULL
2606,RBP Pool Variability (choice list),NULL
2607,RBP Predominant Surrounding Land Use (choice list),NULL
3720,"RBP Riparian Vegetative Zone Width, Sum of L/R Bank Scores (choice list)",NULL
2608,RBP Sediment Deposition (choice list),NULL
2609,RBP Sediment Odors (choice list),NULL
2610,RBP Sediment Oils (choice list),NULL
2611,RBP Stream depth - pool,NULL
2612,RBP Stream Depth - Riffle,NULL
2613,RBP Stream Depth - Run,NULL
2614,RBP Stream Type (choice list),NULL
2615,RBP Stream Velocity,NULL
2616,RBP Stream width,NULL
2617,RBP Substrate - Bedrock,NULL
2618,RBP Substrate - Boulders >256 mm,NULL
2619,RBP Substrate - Cobbles 64-256 mm,NULL
2620,RBP Substrate - Detritus - Coarse Particulate,NULL
2621,RBP Substrate - Gravel 2-64 mm,NULL
2622,"RBP Substrate - Marl - Gray, Shell Fragments",NULL
2623,RBP Substrate - Muck/Mud - Very Fine Particles,NULL
2624,RBP Substrate - Sand 0.06-2.0 mm,NULL
2625,RBP Substrate - Silt 0.004-0.06 mm,NULL
3721,RBP Total score,NULL
2626,RBP Turbidity Code (choice list),NULL
2627,RBP Undersides of Loose Stones Black Y/N (choice list),NULL
2628,RBP Water Odors (choice list),NULL
2629,RBP Water Surface Oils (choice list),NULL
2630,"RBP2, Aquatic Vegetation, Dominant Type & Species (choice list)",NULL
2631,"RBP2, Aquatic vegetation, portion of reach with AV (%)",NULL
2632,"RBP2, Habitat type, bedrock (%)",NULL
2633,"RBP2, Habitat type, canopy (%)",NULL
2634,"RBP2, Habitat type, general comments",NULL
2635,"RBP2, Habitat type, gravel-cobble (%)",NULL
2636,"RBP2, Habitat type, large woody debris (%)",NULL
101881,"RBP2, Habitat type, leaf packs (%)",NULL
2637,"RBP2, Habitat type, other (%)",NULL
2638,"RBP2, Habitat type, plants, roots (%)",NULL
2639,"RBP2, Habitat type, pools (%)",NULL
2640,"RBP2, Habitat type, riffle (%)",NULL
2641,"RBP2, Habitat type, run (%)",NULL
2642,"RBP2, Habitat type, sand (%)",NULL
2643,"RBP2, Habitat type, sand-silt-mud-muck (%)",NULL
2644,"RBP2, Habitat type, small woody debris (%)",NULL
2645,"RBP2, Habitat type, snags (%)",NULL
2646,"RBP2, Habitat type, submerged macrophytes (%)",NULL
2647,"RBP2, Habitat type, vegetated banks (%)",NULL
2648,"RBP2, High G, Bank Stability, Left Bank (choice list)",NULL
2649,"RBP2, High G, Bank Stability, Right Bank (choice list)",NULL
2650,"RBP2, High G, Channel Alteration (choice list)",NULL
2651,"RBP2, High G, Channel Flow Status (choice list)",NULL
2652,"RBP2, High G, Embeddedness (choice list)",NULL
2653,"RBP2, High G, Epifaunal Substrate/Available Cover (choice list)",NULL
2654,"RBP2, High G, Frequency of Riffles (or bends) (choice list)",NULL
100182,"RBP2, High G, habitat assessment total rating",NULL
2655,"RBP2, High G, habitat assessment total score",NULL
2656,"RBP2, High G, Riparian Vegetative Zone Width, Left Bank (choice list)",NULL
2657,"RBP2, High G, Riparian Vegetative Zone Width, Right Bank (choice list)",NULL
2658,"RBP2, High G, Sediment Deposition (choice list)",NULL
2659,"RBP2, High G, Vegetative Protection, Left Bank (choice list)",NULL
2660,"RBP2, High G, Vegetative Protection, Right Bank (choice list)",NULL
2661,"RBP2, High G, Velocity/Depth Regime (choice list)",NULL
2662,"RBP2, Instream Features, Canopy Cover (choice list)",NULL
2663,"RBP2, Instream Features, Channelized (Y/N) (choice list)",NULL
2664,"RBP2, Instream Features, Dam Present (Y/N) (choice list)",NULL
2665,"RBP2, Instream features, est. reach length",NULL
2666,"RBP2, Instream features, est. stream depth",NULL
2667,"RBP2, Instream features, est. stream width",NULL
2668,"RBP2, Instream features, high water mark",NULL
2669,"RBP2, Instream features, morphology, pools (%)",NULL
2670,"RBP2, Instream features, morphology, riffles (%)",NULL
2671,"RBP2, Instream features, morphology, run (%)",NULL
2672,"RBP2, Instream features, sampling reach area",NULL
2673,"RBP2, Instream features, surface velocity (at thalweg)",NULL
2674,"RBP2, Instream features, total reach area",NULL
2675,"RBP2, Large woody debris, density of LWD (LWD/reach area)",NULL
2676,"RBP2, Large woody debris, LWD (m2)",NULL
2677,"RBP2, Low G, Bank Stability, Left Bank (choice list)",NULL
2678,"RBP2, Low G, Bank Stability, Right Bank (choice list)",NULL
4649,"RBP2, Low G, Bank Stability, Sum of L/R Bank Scores (choice list)",NULL
2679,"RBP2, Low G, Channel Alteration (choice list)",NULL
2680,"RBP2, Low G, Channel Flow Status (choice list)",NULL
2681,"RBP2, Low G, Channel Sinuosity (choice list)",NULL
2682,"RBP2, Low G, Epifaunal Substrate/Available Cover (choice list)",NULL
100183,"RBP2, Low G, habitat assessment total rating",NULL
2683,"RBP2, Low G, habitat assessment total score",NULL
2684,"RBP2, Low G, Pool Substrate Characterization (choice list)",NULL
2685,"RBP2, Low G, Pool Variability (choice list)",NULL
4651,"RBP2, Low G, Riparian Veg. Zone Width, Sum of L/R Bank (choice list)",NULL
2686,"RBP2, Low G, Riparian Vegetative Zone Width, Left Bank (choice list)",NULL
2687,"RBP2, Low G, Riparian Vegetative Zone Width, Right Bank (choice list)",NULL
2688,"RBP2, Low G, Sediment Deposition (choice list)",NULL
2689,"RBP2, Low G, Vegetative Protection, Left Bank (choice list)",NULL
2690,"RBP2, Low G, Vegetative Protection, Right Bank (choice list)",NULL
4650,"RBP2, Low G, Vegetative Protection, Sum of L/R Bank Scores (choice list)",NULL
3985,"RBP2, Mid G, Bank Stability, Left Bank (choice list)",NULL
3986,"RBP2, Mid G, Bank Stability, Right Bank (choice list)",NULL
3987,"RBP2, Mid G, Channel Alteration (choice list)",NULL
3988,"RBP2, Mid G, Channel Flow Status (choice list)",NULL
3990,"RBP2, Mid G, Epifaunal Substrate/Available Cover (choice list)",NULL
3993,"RBP2, Mid G, Frequency of Riffles (choice list)",NULL
3991,"RBP2, Mid G, habitat assessment total score",NULL
3992,"RBP2, Mid G, Pool Substrate Characterization (choice list)",NULL
3994,"RBP2, Mid G, Riparian Vegetative Zone Width, Left Bank (choice list)",NULL
3995,"RBP2, Mid G, Riparian Vegetative Zone Width, Right Bank (choice list)",NULL
3996,"RBP2, Mid G, Sediment Deposition (choice list)",NULL
3997,"RBP2, Mid G, Vegetative Protection, Left Bank (choice list)",NULL
3998,"RBP2, Mid G, Vegetative Protection, Right Bank (choice list)",NULL
3989,"RBP2, Mid G, Velocity/Depth Regime (choice list)",NULL
2691,"RBP2, Riparian Vegetation, Dominant Species Present (choice list)",NULL
2692,"RBP2, Sediment/Substrate, Deposits (choice list)",NULL
2693,"RBP2, Sediment/Substrate, Embedded Stone Undersides Black (choice list)",NULL
2694,"RBP2, Sediment/Substrate, Odors (choice list)",NULL
2695,"RBP2, Sediment/Substrate, Oils (choice list)",NULL
2696,"RBP2, Stream character, catchment area",NULL
2697,"RBP2, Stream Character, Stream Origin (choice list)",NULL
2698,"RBP2, Stream Character, Stream Subsystem (choice list)",NULL
2699,"RBP2, Stream Character, Stream Type (choice list)",NULL
2700,"RBP2, Substrate, inorganic, bedrock",NULL
2701,"RBP2, Substrate, Inorganic, boulder, >256 mm",NULL
2702,"RBP2, Substrate, inorganic, clay, <0.004 mm",NULL
2703,"RBP2, Substrate, inorganic, cobble, 64-256 mm",NULL
2704,"RBP2, Substrate, inorganic, gravel, 2-64 mm",NULL
2705,"RBP2, Substrate, inorganic, sand, 0.06-2.0 mm",NULL
2706,"RBP2, Substrate, Inorganic, Silt, 0.004-0.06 mm",NULL
2707,"RBP2, Substrate, organic, detritus, sticks, wood, etc. (CPOM)",NULL
2708,"RBP2, Substrate, organic, marl, grey shell fragments",NULL
2709,"RBP2, Substrate, organic, muck-mud, black-fine (FPOM)",NULL
2710,"RBP2, Water Quality, Turbidity (choice list)",NULL
2711,"RBP2, Water Quality, Water Odors (choice list)",NULL
2712,"RBP2, Water Quality, Water Surface Oils (choice list)",NULL
2713,"RBP2, Watershed, Local Erosion (choice list)",NULL
2714,"RBP2, Watershed, Local NPS Pollution (choice list)",NULL
2715,"RBP2, Watershed, Predominant Surrounding Landuse (choice list)",NULL
2716,"RBP2, weather condition, general observation (text)",NULL
2717,"RBP2, Weather Condition, Heavy Rain in Last 7 Days, Y/N (choice list)",NULL
2718,"RBP2, Weather Condition, Now (choice list)",NULL
2719,"RBP2, Weather Condition, Past 24 Hours (choice list)",NULL
3164,"RBP3, Glide/Pool, Epifaunal Substrate (choice list)",NULL
3166,"RBP3, Glide/Pool, Instream Cover (choice list)",NULL
3168,"RBP3, Glide/Pool, Pool Substrate Characterization (choice list)",NULL
3170,"RBP3, Glide/Pool, Pool Variability (choice list)",NULL
3172,"RBP3, Glide/Pool, Sediment Deposition (choice list)",NULL
3167,"RBP3, Riffle/Run, Embeddedness (choice list)",NULL
3163,"RBP3, Riffle/Run, Epifaunal Substrate (choice list)",NULL
3165,"RBP3, Riffle/Run, Instream Cover (choice list)",NULL
3171,"RBP3, Riffle/Run, Sediment Deposition (choice list)",NULL
3169,"RBP3, Riffle/Run, Velocity/ Depth Regimes (choice list)",NULL
1241,Refined used lubricating oils,68476-77-7
101153,Relative abundance,NULL
100373,Relative Air Temperature (choice list),NULL
3159,relative biovolume,NULL
4516,Relative Density Species,NULL
3161,relative entity density,NULL
2720,Relative humidity,NULL
2721,Reoxygenation constant,NULL
3129,Reproduction,NULL
101912,Reservoir storage,NULL
2722,Reservoir volume,NULL
2950,"Residence/flushing time, waterbody",NULL
3408,Residual Depth,NULL
3785,Resistivity,NULL
3602,Resmethrin,10453-86-8
1761,Resorcinol,108-46-3
2724,Respiration,NULL
2725,"Respiration, planktonic",NULL
1762,Retene,483-65-8
101610,Retrorsine,480-54-6
1763,Rhenium,7440-15-5
3047,Rhodamine B,81-88-9
1764,Rhodamine WT,37299-86-8
2726,Rhodamine WT (probe),NULL
1765,Rhodium,7440-16-6
2727,Rhodium-106,14234-34-5
103054,Right Bank Angle,NULL
103055,Right Bank Undercut,NULL
101371,Riparian - Buildings - Industrial (choice list),NULL
101372,Riparian - Buildings - Residential (choice list),NULL
101373,Riparian - Dam (choice list),NULL
101374,Riparian - Docks or marinas (choice list),NULL
101375,Riparian - Grazing (choice list),NULL
101376,Riparian - Mining (choice list),NULL
101377,Riparian - Other (choice list),NULL
101378,Riparian - Outlet or intake pipes (choice list),NULL
101379,Riparian - Parks or lawns (choice list),NULL
101380,Riparian - Pavement (choice list),NULL
101381,Riparian - Recent logging (choice list),NULL
101382,Riparian - Rip Rap (choice list),NULL
101383,Riparian - Roads or rails (choice list),NULL
101384,Riparian - Row crops (choice list),NULL
101385,Riparian - Trash (choice list),NULL
101112,Riparian Cover Complexity Index,NULL
101113,Riparian Disturbance Intensity-Extent Index,NULL
3401,Riparian vegetation composition (choice list),NULL
101386,Riparian vegetation density (choice list),NULL
101567,"Riparian vegetation, dominant species present",NULL
101387,Riparian Width LDB,NULL
101388,Riparian Width RDB,NULL
101568,Riparian Zone Left Bank Plant Cover - Exposed Soil,NULL
101569,Riparian Zone Left Bank Plant Cover - Grass Low Plants,NULL
101570,"Riparian Zone Left Bank Plant Cover - Other (rip rap, concrete, etc)",NULL
101571,Riparian Zone Left Bank Plant Cover - Shrubs/Low Trees,NULL
101572,Riparian Zone Left Bank Plant Cover - Trees,NULL
101573,Riparian Zone Right Bank Plant Cover - Exposed Soil,NULL
101574,Riparian Zone Right Bank Plant Cover - Grass Low Plants,NULL
101575,"Riparian Zone Right Bank Plant Cover - Other (rip rap, concrete, etc)",NULL
101576,Riparian Zone Right Bank Plant Cover - Shrubs/Low Trees,NULL
101577,Riparian Zone Right Bank Plant Cover - Trees,NULL
4208,Ritalinic acid,19395-41-6
101611,Ritonavir,155213-67-5
2728,River/stream channel slope,NULL
3311,Rocky Substrate (Choice List),NULL
1766,Ronnel,299-84-3
100832,Root weight,NULL
3103,Rosgen Stream Type,NULL
100106,Rosuvastatin,287714-41-4
100107,Rosuvastatin-d6,NULL
1767,Rotenone,83-79-4
3647,Roxithromycin,80214-83-1
1768,Rubidium,7440-17-7
1769,Ruthenium,7440-18-8
2729,Ruthenium-103,13968-53-1
1770,Ruthenium-103/106,NULL
1771,Ruthenium-106,13967-48-1
1772,Ruthenium-106/Rhodium-106,NULL
1786,S-Ethyl dipropylthiocarbamate,759-94-4
100611,S-Metolachlor,87392-12-9
4524,Saccharin,81-07-2
3648,Saflufenacil,372137-35-4
1773,Safrole,94-59-7
3839,Salbutamol,18559-94-9
1774,Salicylaldehyde,90-02-8
100033,Salicylic acid,69-72-7
1775,Salinity,NULL
2730,Salmonella,NULL
3504,Salt Appearance at Waters Edge (choice list),NULL
1776,Samarium,7440-19-9
101968,"Sample time, elapsed",NULL
1777,Sand,308075-07-2
3308,Sand/Substrate Habitat Type (%),NULL
100782,Sandaracopimaric acid,471-74-9
3310,Sandy Substrate (Choice List),NULL
3649,Sarafloxacin,98105-99-8
4630,Saturation Index Aragonite,NULL
4631,Saturation Index Calcite,NULL
4666,Saturation Index Chalcedony,NULL
4632,Saturation Index Dolomite,NULL
4633,Saturation Index Gypsum,NULL
4634,Saturation Index Opal,NULL
4635,Saturation Index Quartz,NULL
1778,Saxitoxin,35523-89-8
101787,Saxitoxins,NULL
1779,Scandium,7440-20-2
3179,Scandium-46,13967-63-0
100023,Schedule 0079,NULL
100022,Schedule 1385,NULL
100020,Schedule 2001,NULL
100019,Schedule 2060,NULL
100021,Schedules 2060 and 9060,NULL
2733,Sea waves severity (choice list),NULL
100538,Seagrass coverage,NULL
100539,Seagrass height,NULL
101744,sec-Acetochlor oxanilic acid,NULL
101740,sec-Alachlor oxanilic acid,NULL
101766,sec-Alachlor sulfonic acid,NULL
2031,sec-Butylamine,13952-84-6
1781,sec-Butylbenzene,135-98-8
1780,Secbumeton,26259-45-0
3836,Secbutabarbital,125-40-6
4024,Secchi Reading Condition (choice list),NULL
101122,"Secchi, Horizontal Distance",NULL
3903,Seconal,76-73-3
100958,Second PCB total for IADN,NULL
100959,"Second Suite of PCBs in air from Hoff, 1999",NULL
1782,Secondary productivity,NULL
100184,Sedaxane,874967-67-6
100185,Sediment,NULL
101585,Sediment (choice list),NULL
101389,Sediment core,NULL
101390,Sediment core sample collected (Y/N) (choice list),NULL
101391,Sediment Deposition,NULL
100960,Sediment Depth,NULL
100901,Sediment Oxygen Demand,NULL
101392,Sediment sample from a reference point,NULL
2734,"Sediment, inorganic, classification (choice list)",NULL
2735,"Sediment, organic, classification (choice list)",NULL
3474,Sediment/ Substrate Odors (choice list),NULL
101543,Selenate,14124-68-6
101544,Selenite,14124-67-5
1783,Selenium,7782-49-2
101393,Selenium Dry Weight,7782-49-2
1784,Selenium-75,14265-71-5
101545,Selenocyanate,5749-48-4
101546,Selenomethionine,1464-42-2
101612,Senecionine,130-01-8
101613,Senecionine N-oxide,13268-67-2
101614,Seneciphylline,480-81-9
101615,Seneciphylline N-oxide,38710-26-8
2736,Serratia,NULL
2737,Sertraline,79617-96-2
1785,Seston,NULL
2738,Sethoxydim,74051-80-2
1787,Settleable solids,NULL
101578,Sewage algae present (choice list),NULL
2739,Sex (choice list),NULL
3390,"Shade, Left",NULL
3391,"Shade, Right",NULL
2836,Shannon & Wiener Macroinvert Taxonomic Diversity Index,NULL
100833,Shoot weight,NULL
101394,Shore Type - Aggrading Bank,NULL
101395,Shore Type - Eroding Bank,NULL
101396,Shore Type - Other,NULL
101397,Shore Type - Other revetment,NULL
101398,Shore Type - Riprap,NULL
101399,Shore Type - Stable Bank,NULL
103059,Side Channel (Y/N) (choice list),NULL
1788,Siduron,1982-49-6
3052,Significant(choice list),NULL
101882,"Silane, methoxytrimethyl-",1825-61-2
103033,"Silanol, dimethyl(1,1,2-trimethylpropyl)-",55644-10-5
3654,"Silanol, trimethyl-",1066-40-6
3904,Sildenafil,139755-83-2
1789,Silica,7631-86-9
100560,Silica gel treated n-hexane extractable material,NULL
1790,Silicate,12627-13-3
2740,Silicate/dissolved inorganic nitrogen ratio,NULL
1791,Silicon,7440-21-3
1792,Silt,NULL
1793,Silver,7440-22-4
3189,Silver-108,14391-65-2
1794,Silver-110,14391-76-5
1795,Silvex,93-72-1
1796,Silvex isooctyl ester,32534-95-5
1797,Simazine,122-34-9
103207,Simazine (diethyl-D10),NULL
103027,Simazine-d10,220621-39-6
1798,Simetone,673-04-1
1799,Simetryn,1014-70-6
2838,Simpson Taxonomic Diversity Index,NULL
1800,Simultaneously extracted metals,NULL
101124,Simultaneously extracted metals minus AVS,NULL
1801,Simultaneously extracted metals/acid volatile sulfides,NULL
101162,Simultaneously extracted metals/acid volatile sulfides (Metals ESB based on Final Chron. Value for AVS (fOC)),NULL
3949,Simvastatin,79902-63-9
100501,Sitagliptin,486460-32-6
101117,Sky Code (CA SWAMP) (choice list),NULL
3304,Slow Riffle,NULL
2743,"Sludge, substrate rock/bank cover - severity (choice list)",NULL
101401,Small trees (choice list),NULL
101406,Snag surf (choice list),NULL
101402,Snag_diam,NULL
101403,Snag_dist,NULL
101404,Snag_dpth,NULL
101405,Snag_loca,NULL
101407,Snow Cover Present (Y/N) (choice list),NULL
1802,Sodium,7440-23-5
1803,Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],NULL
101408,Sodium arsenite,7784-46-5
2817,Sodium C14-16-alkane hydroxy and C14-16-olefin sulfonates,68439-57-6
2264,Sodium cacodylate,124-65-2
1804,Sodium carbonate,497-19-8
1805,Sodium chlorate,7775-09-9
1806,Sodium chloride,7647-14-5
1807,Sodium chromate(VI),7775-11-3
100612,Sodium cyanide,143-33-9
1808,Sodium dichromate,10588-01-9
1809,Sodium dimethyldithiocarbamate,128-04-1
101409,Sodium fluoride,7681-49-4
100613,Sodium fluoroacetate,62-74-8
2745,Sodium glycolate,2836-32-0
101969,Sodium ion,17341-25-2
1810,Sodium methyldithiocarbamate,137-42-8
2746,Sodium N-lauroylsarcosinate,137-16-6
1811,Sodium nitrite,7632-00-0
1812,Sodium pentachlorophenate,131-52-2
1813,Sodium plus potassium,NULL
2748,Sodium sulfate,7757-82-6
100458,"Sodium, Percent Total Cations",NULL
1814,Sodium-22,13966-32-0
3186,Sodium-24,13982-04-2
103049,Soft/Small Sediment Present (Y/N) (choice list),NULL
101970,"Soil index, coefficient of haze (COH)",NULL
4653,Soil Water,NULL
2749,"Solar irradiation, global",NULL
2750,"Solar irradiation, local",NULL
101936,Solids,NULL
2753,Soluble Reactive Phosphorus (SRP),NULL
100890,Solvents,NULL
2754,Sorbitol,50-70-4
100894,Sorbitol-fermenting Bifidobacteria,NULL
3905,Sotalol,3930-20-9
101037,SPAR,NULL
2755,Species Rank,NULL
2756,Species Relative Density***retired***use Relative Density Species,NULL
1815,Specific conductance,NULL
4674,"Specific Conductance, Calculated/Measured Ratio",NULL
2757,Specific drawdown capacity,NULL
2758,Specific gravity,NULL
3999,Specific UV Absorbance at 254 nm,NULL
4000,"Specific UV Absorbance at 254 nm, corrected for Fe",NULL
100883,Spike Recovery,NULL
2760,Spinacene,7683-64-9
2759,Spirillum,NULL
103283,Spirotetramat,203313-25-1
99999,Split Count,NULL
101411,Squalene,111-02-4
101603,"Stannanediylium, dibutyl-",14488-53-0
3214,"Stannanetriylium, butyl-",78763-54-9
2761,Staphylococcus,NULL
2762,Staphylococcus aureus,68583-38-0
100618,Starlicide,NULL
1816,Stearic acid,57-11-4
1474,Stearonitrile,638-65-3
2763,Stendomycin salicylate,62536-49-6
2765,Stigmastan-3.beta.-ol,19466-47-8
4235,Storage transaction date,NULL
101914,Storm water flow,NULL
3448,Straight run wide cut kerosene (petroleum),92045-37-9
101579,"Stream Bank Type, Left Bank",NULL
101580,"Stream Bank Type, Right Bank",NULL
100825,Stream bankfull width,NULL
3398,Stream Bed Color (choice list),NULL
2766,Stream condition (text),NULL
3500,Stream Cross-Sectional Area,NULL
101412,Stream depth (choice list),NULL
3102,Stream Order,NULL
2767,Stream physical appearance (choice list),NULL
2768,"Stream Physical Appearance, Minnesota (choice list)",NULL
102005,Stream Reach Average - Canopy Cover % (Densiometer),NULL
2769,Stream recreational suitability (choice list),NULL
2770,Stream stage,NULL
3403,Stream Unit Type (choice list),NULL
101413,Stream velocity (choice list),NULL
100826,Stream wetted width,NULL
101414,Stream width (choice list),NULL
2771,Stream width measure,NULL
2772,Streptococcus,NULL
2773,Streptomycin,57-92-1
2774,Streptomycin nitrate,3688-73-1
2775,Streptomycin sulfate,3810-74-0
1817,Streptozotocin,18883-66-4
1818,Strobane,8001-50-1
1819,Strong acids,NULL
1820,Strontium,7440-24-6
3180,Strontium-85,13967-73-2
2776,"Strontium-87/Strontium-86, ratio",NULL
1821,Strontium-89,14158-27-1
1822,Strontium-90,10098-97-2
101046,Strontium-91,14331-91-0
1823,"Strontium-Yttrium-90, beta",NULL
100619,Strychnine,57-24-9
1824,Styrene,100-42-5
1825,Styrene oxide,96-09-3
3404,Submerged Cover (%),NULL
3306,Submerged Vegetation Habitat Type (%),NULL
101547,Subsample_A,NULL
101548,Subsample_B,NULL
101415,Substrate (choice list),NULL
2778,Substrate - boulders,NULL
2779,"Substrate - boulders, large",NULL
2780,"Substrate - boulders, medium",NULL
2781,"Substrate - boulders, small",NULL
2782,Substrate - clay,NULL
2784,Substrate - clay/fine partic. org. matt.,NULL
2785,Substrate - claypan soil,NULL
2786,Substrate - cobbles,NULL
2787,"Substrate - cobbles, large",NULL
2788,"Substrate - cobbles, medium",NULL
2789,"Substrate - cobbles, small",NULL
2790,Substrate - detritus - coarse particulate,NULL
100910,Substrate - fines,NULL
2791,Substrate - grain size,NULL
2792,Substrate - gravel,NULL
2793,"Substrate - gravel, coarse",NULL
2794,"Substrate - gravel, fine",NULL
2795,"Substrate - gravel, medium",NULL
2796,"Substrate - gravel, very coarse",NULL
2797,"Substrate - gravel, very fine",NULL
2798,Substrate - miscellaneous other,NULL
2799,Substrate - sand,NULL
2800,"Substrate - sand, coarse",NULL
2801,"Substrate - sand, fine",NULL
2802,"Substrate - sand, medium",NULL
2803,"Substrate - sand, very coarse",NULL
2804,"Substrate - sand, very fine",NULL
2805,Substrate - sediment thickness,NULL
2806,Substrate - silt,NULL
2807,"Substrate - silt, coarse",NULL
2808,"Substrate - silt, fine",NULL
2809,"Substrate - silt, medium",NULL
2810,"Substrate - silt, very fine",NULL
2811,Substrate - silt/clay mix,NULL
2812,Substrate - submerged logs,NULL
2813,Substrate - submerged vegetation,NULL
101616,Substrate Description (text),NULL
4641,"Substrate Dominant, Channel (choice list)",NULL
4642,"Substrate Dominant, Transect (choice list)",NULL
4643,"Substrate Subdominant, Transect (choice list)",NULL
100820,Substrate Type (choice list),NULL
2783,"Substrate, clay, medium",NULL
2777,Substrate-bedrock,NULL
3471,Subsystem classification stream type (choice list),NULL
4008,Sucralose,56038-13-2
1826,Sucrose,57-50-1
100961,Suite of PCBs for IADN,NULL
100962,Suite of PCBs from Ind. Univ.,NULL
100963,"Suite of PCBs in air from Hoff, 1999",NULL
3650,Sulfachloropyridazine,80-32-0
3571,Sulfadimethoxine,122-11-2
100699,Sulfallate,95-06-7
3572,Sulfamerazine,127-79-7
3573,Sulfamethazine,57-68-1
100186,Sulfamethazine-13C6,77643-91-5
4533,Sulfamethizole,144-82-1
2814,Sulfamethoxazole,723-46-6
3828,Sulfamethoxazole-13C6,1196157-90-0
4522,Sulfanilamide,63-74-1
3574,Sulfaquinoxaline,59-40-5
3155,sulfatase (corrected for carbon content),NULL
1827,Sulfate,14808-79-8
101941,Sulfate as SO4,NULL
2815,Sulfathiazole,72-14-0
101971,Sulfation rate,NULL
4605,Sulfentrazone,122836-35-5
1828,Sulfide,18496-25-8
1829,Sulfite,14265-45-3
3620,Sulfometuron methyl,74222-97-2
4606,Sulfosulfuron,141776-32-1
1830,Sulfotep,3689-24-5
1831,Sulfur,7704-34-9
1832,Sulfur dioxide,7446-09-5
3524,Sulfur HCl Residue,NULL
4686,Sulfur hexafluoride,2551-62-4
3525,Sulfur HNO3 Residue,NULL
3526,Sulfur Organic Residual Mod,NULL
3528,Sulfur Sulfate,NULL
3530,Sulfur Total,NULL
4620,"Sulfur, organic",NULL
2821,"Sulfur, pyritic",NULL
2823,Sulfur-32,13981-57-2
2824,Sulfur-34,13965-97-4
1833,Sulfur-34/Sulfur-32 ratio,NULL
101416,Sulfur-35,15117-53-0
101417,Sulfuric acid,7664-93-9
2122,Sulfuryl fluoride,2699-79-8
1834,Sulprofos,35400-43-2
1835,Sum of anions,NULL
101127,Sum of Base Cations,NULL
1836,Sum of cations,NULL
3906,Sumatriptan,103628-46-2
101074,Sumatriptan succinate,103628-48-4
2825,Surface area,NULL
2826,Surface tension,NULL
1837,"Surfactants, anionic",NULL
1838,"Surfactants, cationic",NULL
1839,"Surfactants, ionic mix (anionic + cationic)",NULL
1840,"Surfactants, nonionic mix",NULL
1841,"Surfactants, unspecified mix",NULL
100884,Surrogate Recovery,NULL
3053,Survival,NULL
